Column1._id,Column1.服務類別,Column1.機關類別,Column1.機關名稱,Column1.行政區域,Column1.AP編號,Column1.AP廠牌,Column1.AP_MAC,Column1.APIP,Column1.地址,Column1.線路編號,Column1.線路頻寬(M),Column1.經度,Column1.緯度,Column1.熱點類別,Column1.HUBSITE ID,Column1.HUBSITE NAME,Column1.英文地址
561,OH,觀光夜市,南機場夜市,中正區,ZZ080001,Aruba,00:24:6C:5A:9E:80,10.120.135.209,臺北市中正區中華路二段307巷17號(二樓牆體上),223Y127561,16M/3M,121.5059,25.02931,觀光夜市,HB12000792,南機場夜市(忠義國小涵蓋),"No.17, Lane 307, Sec. 2, Zhonghua Rd., Zhongzheng Dist., Taipei City, Taiwan"
562,IH,觀光夜市,饒河街夜市,松山區,SS080002,Aruba,D8:C7:C8:76:D9:E2,10.114.11.152,臺北市松山區八德路四段769號(騎樓吸頂),227Y142927,16M/3M,121.577661,25.050094,統一7-11,HB06000268,7-11　松饒門市,"No.769, Sec. 4, Bade Rd., Songshan Dist., Taipei City, Taiwan"
563,IH,觀光夜市,士林夜市,士林區,SL080001,Aruba,24:DE:C6:87:DE:30,10.114.67.79,臺北市士林區基河路101號B1美食街(53號攤位前走道天花板),288Y068199,50M/10M,121.524105,25.087867000000003,觀光夜市,HB12000044,士林夜市,"No. 101, Jihe Road, Shilin District, Taipei City, Taiwan 111"
564,IH,觀光夜市,士林夜市,士林區,SL080002,Aruba,24:DE:C6:87:AF:20,10.114.67.78,臺北市士林區基河路101號B1美食街(34號攤位前走道天花板),288Y068199,50M/10M,121.524107,25.087867000000003,觀光夜市,HB12000044,士林夜市,"No. 101, Jihe Road, Shilin District, Taipei City, Taiwan 111"
565,IH,臺北捷運公司,臺北地下街(中山地下街),中山區,DT050021,Aruba,D8:C7:C8:7A:BD:90,10.114.69.66,臺北市中山區長安西路52之1號(台北車站M1出口與台北地下街Y2出口交界處),11-A4146-003-0,100M/40M,121.518018,25.048369,地下街,HB06000002,台北地下街(市民大道下方),"No. 52-1, Chang An West Road, Zhong Shan District, Taipei City"
566,IH,臺北捷運公司,臺北地下街(中山地下街),中山區,DT050022,Aruba,D8:C7:C8:7A:BD:70,10.114.69.65,臺北市中山區長安西路52之1號(中山地下街往捷運淡水線電扶梯前上方),11-A4146-003-0,100M/40M,121.52039199999999,25.052609,地下街,HB06000002,台北地下街(市民大道下方),"No. 52-1, Chang An West Road, Zhong Shan District, Taipei City"
567,IH,臺北捷運公司,臺北地下街(中山地下街),中山區,DT050019,Aruba,D8:C7:C8:7A:BD:C0,10.114.69.63,臺北市中山區長安西路52之1號(A2店鋪旁，電梯正前方第2塊天花板上),11-A4146-003-0,100M/40M,121.51809399999999,25.048293,地下街,HB06000002,台北地下街(市民大道下方),"No. 52-1, Chang An West Road, Zhong Shan District, Taipei City"
568,IH,圖書館,青年公園太陽圖書館暨節能展示館,萬華區,WH100005,Aruba,00:24:6C:4C:A3:A0,10.114.67.65,臺北市萬華區青年路65號1樓(閱覽檯上方),223Y122942,16M/3M,121.50373799999998,25.024936,北市文化場館,HB12000047,青年公園太陽圖書館暨節能展示館,"No.65, Qingnian Rd., Wanhua Dist., Taipei City, Taiwan"
569,IH,觀光夜市,士林夜市,士林區,SL080004,Aruba,00:24:6C:FD:92:F0,10.114.67.60,臺北市士林區基河路101號B1美食街(86號攤位右側走道天花板),288Y068199,50M/10M,121.524103,25.087867000000003,觀光夜市,HB12000044,士林夜市,"No.101, Jihe Rd., Shilin Dist., Taipei City, Taiwan"
570,IH,觀光夜市,士林夜市,士林區,SL080003,Aruba,00:24:6C:02:EC:80,10.114.67.59,臺北市士林區基河路101號B1美食街(20號攤位左側走道天花板),288Y068199,50M/10M,121.52410900000001,25.087867000000003,觀光夜市,HB12000044,士林夜市,"No.101, Jihe Rd., Shilin Dist., Taipei City, Taiwan"
571,MH,臺北捷運公司,先嗇宮站,三重區,SC050011,Aruba,00:24:6C:44:90:00,10.114.65.39,新北市三重區重新路五段515號B1(AP位置:一月台前端告示牌前上方),11-F1864-001-0,100M/40M,121.47125,25.04658,捷運站,HB11000589,先嗇宮站,"B1, No.515, Sec. 5, Chongxin Rd., Sanchong Dist., New Taipei City, Taiwan"
572,IN,聯合醫院,松德院區,信義區,XY040057,Dlink,00:13:46:FF:2E:1E,10.120.194.194,臺北市信義區松德路309號(第二院區7樓(7F701病房旁),227Y145383,16M/3M,121.57491599999999,25.030215,市立聯合醫院,HB06000617,松德院區,"No.309, Songde Rd., Xinyi Dist., Taipei City, Taiwan (The 7th Floor of 2nd District (elevator to the right ward the door into the middle of the the corridor central [703 and 704 doorway]))"
573,IN,聯合醫院,松德院區,信義區,XY040041,Dlink,5C:D9:98:0C:78:37,10.120.194.193,臺北市信義區松德路309號(第二院區1樓(大門口進入，往右邊電梯方向位電梯及洗手間)),227Y145383,16M/3M,121.57491599999999,25.030217999999998,市立聯合醫院,HB06000617,松德院區,"No.309, Songde Rd., Xinyi Dist., Taipei City, Taiwan( The 1st Floor of 2nd District (the gate to enter to the direction of the right elevator lifts and toilets))"
574,IN,聯合醫院,松德院區,信義區,XY040003,Dlink,00:13:46:FF:2E:00,10.120.194.166,臺北市信義區松德路309號(第一院區1樓(大門口進入往左邊方向，位於19診察室)),227Y206810,60M/20M,121.574896,25.030507999999998,市立聯合醫院,HB06000617,松德院區,"No.309, Songde Rd., Xinyi Dist., Taipei City, Taiwan (The 1st Floor of 1st District (entrance into the direction to the left in the 20-21 examination rooms))"
575,IN,聯合醫院,松德院區,信義區,XY040005,Dlink,00:13:46:FF:2E:35,10.120.194.165,臺北市信義區松德路309號(第一院區1樓(大門口進入往左邊方向，位於診察11室)),227Y206810,60M/20M,121.574895,25.030507,市立聯合醫院,HB06000617,松德院區,"No.309, Songde Rd., Xinyi Dist., Taipei City, Taiwan (The 1st Floor of 1st District (the entrance into the direction to the left located in the examination Room 11))"
576,IN,聯合醫院,松德院區,信義區,XY040006,Dlink,00:13:46:FF:2D:FC,10.120.194.164,臺北市信義區松德路309號(第一院區1樓(大門口進入往左邊方向，位於社區護理門口上方)),227Y206810,60M/20M,121.574895,25.030503,市立聯合醫院,HB06000617,松德院區,"No.309, Songde Rd., Xinyi Dist., Taipei City, Taiwan(The 1st Floor of 1st District (the entrance into the direction to the left in the health education center door))"
584,IN,聯合醫院,忠孝院區,南港區,NG040022,Dlink,00:1E:58:4A:EB:14,10.120.197.86,臺北市南港區同德路87號1樓(心電圖室前方座位區上方),227Y209492,60M/20M,121.586298,25.046708,市立聯合醫院,HB06000616,忠孝院區,"1F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan (east side of the pharmacy counter and vending machine center position)"
577,IN,聯合醫院,松德院區,信義區,XY040004,Dlink,00:13:46:FF:2D:86,10.120.194.163,臺北市信義區松德路309號(第一院區1樓(大門口進入往左邊方向，位於出/住院領藥區等候區)),227Y206810,60M/20M,121.574895,25.0305086,市立聯合醫院,HB06000617,松德院區,"No.309, Songde Rd., Xinyi Dist., Taipei City, Taiwan (The 1st Floor of 1st District(at the gate to the left direction, the hospitalization and prescriptions-zone waiting area))"
578,IN,聯合醫院,松德院區,信義區,XY040007,Dlink,00:1E:58:4A:E9:E7,10.120.194.162,臺北市信義區松德路309號(第一院區1樓(大門口進入直走方向，位於初診門口前上方)),227Y206810,60M/20M,121.574895,25.030502,市立聯合醫院,HB06000617,松德院區,"No.309, Songde Rd., Xinyi Dist., Taipei City, Taiwan The 1st Floor of 1st District (the gate into the straight ahead direction is located in the service counter))"
579,IN,聯合醫院,松德院區,信義區,XY040002,Dlink,1C:BD:B9:80:8F:71,10.120.194.161,臺北市信義區松德路309號(第一院區1樓(大門口進入往右邊兒童青少年心理衛生門診27室前方天花板,227Y206810,60M/20M,121.574895,25.030509,市立聯合醫院,HB06000617,松德院區,"No.309, Songde Rd., Xinyi Dist., Taipei City, Taiwan (The 1st Floor of 1st District (entrance into the direction to the right back to the examination 27 rooms))"
580,IN,聯合醫院,忠孝院區,南港區,NG040058,Dlink,00:19:5B:77:99:50,10.120.197.150,臺北市南港區同德路87號B1(電梯門前右側往理髮室前門口天花板上),227Y209493,60M/20M,121.585898,25.046382,市立聯合醫院,HB06000616,忠孝院區,"B1F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan"
581,IN,聯合醫院,忠孝院區,南港區,NG040059,Dlink,04:11:46:FD:3A:F6,10.120.197.149,臺北市南港區同德路87號B1(中醫科候診區大圓柱天花板上),227Y209493,60M/20M,121.58589199999999,25.046382,市立聯合醫院,HB06000616,忠孝院區,"B1F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan"
582,IN,聯合醫院,忠孝院區,南港區,NG040056,Dlink,1C:BD:B9:80:8F:5A,10.120.197.148,臺北市南港區同德路87號B1(職能治療室前走道天花板上),227Y209493,60M/20M,121.585894,25.046382,市立聯合醫院,HB06000616,忠孝院區,"B1F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan"
583,IN,聯合醫院,忠孝院區,南港區,NG040057,Dlink,5C:D9:98:0C:78:6B,10.120.197.147,臺北市南港區同德路87號B1(精神科休息區中央沙發天花板上),227Y209493,60M/20M,121.58589599999999,25.046382,市立聯合醫院,HB06000616,忠孝院區,"B1F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan"
585,IN,聯合醫院,忠孝院區,南港區,NG040023,Dlink,5C:D9:98:0C:78:BF,10.120.197.85,臺北市南港區同德路87號5樓(泌尿科之走廊中心位置),227Y209492,60M/20M,121.58629599999999,25.046708,市立聯合醫院,HB06000616,忠孝院區,"5F., No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan"
586,IN,聯合醫院,忠孝院區,南港區,NG040024,Dlink,5C:D9:98:0C:78:BD,10.120.197.84,臺北市南港區同德路87號5樓(產房候診區大門口),227Y209492,60M/20M,121.586294,25.046708,市立聯合醫院,HB06000616,忠孝院區,"5F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan(maternity ward waiting area at the gate)"
587,IN,聯合醫院,忠孝院區,南港區,NG040020,Dlink,00:19:5B:7D:B2:E7,10.120.197.83,臺北市南港區同德路87號3樓(西側透析中心門口招牌前與休息室門口之中心位置),227Y209492,60M/20M,121.58586299999999,25.046560999999997,市立聯合醫院,HB06000616,忠孝院區,"3F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan(west side of the dialysis center door signs and the lounge in front of the center position)"
588,IN,聯合醫院,忠孝院區,南港區,NG040015,Dlink,00:17:9A:0D:30:31,10.120.197.81,臺北市南港區同德路87號2樓(牙科櫃檯前左邊上方),227Y209492,60M/20M,121.585867,25.046567,市立聯合醫院,HB06000616,忠孝院區,"2F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan(the waiting area of dental)"
589,IN,聯合醫院,忠孝院區,南港區,NG040014,Dlink,00:13:46:FE:24:96,10.120.195.150,臺北市南港區同德路87號2樓(骨科候診區上方),227Y209491,60M/20M,121.58586499999998,25.046567,市立聯合醫院,HB06000616,忠孝院區,"2F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan (operating room door and the center prior to the surgical treatment room location)"
590,IN,聯合醫院,忠孝院區,南港區,NG040019,Dlink,00:13:46:FD:39:D9,10.120.195.149,臺北市南港區同德路87號2樓(小兒科門診門口上方),227Y209491,60M/20M,121.58586299999999,25.046563,市立聯合醫院,HB06000616,忠孝院區,"2F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan (the waiting area of obstetrics and gynecology consulting room door)"
591,IN,聯合醫院,忠孝院區,南港區,NG040018,Dlink,00:13:46:FD:39:A3,10.120.195.148,臺北市南港區同德路87號2樓(批價及掛號櫃檯之中心位置),227Y209491,60M/20M,121.58586299999999,25.046565,市立聯合醫院,HB06000616,忠孝院區,"2F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan (prove price and the registration counter of the central position)"
592,IN,聯合醫院,忠孝院區,南港區,NG040013,Dlink,04:11:46:FD:3A:C7,10.120.195.147,臺北市南港區同德路87號2樓(新陳代謝科門口前上方),227Y209491,60M/20M,121.58586100000001,25.046567,市立聯合醫院,HB06000616,忠孝院區,"2F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan (the medical waiting area center position)"
593,IN,聯合醫院,忠孝院區,南港區,NG040017,Dlink,00:13:46:FD:3A:BB,10.120.195.146,臺北市南港區同德路87號2樓(耳鼻喉科候診區中心位置),227Y209491,60M/20M,121.58586299999999,25.046569,市立聯合醫院,HB06000616,忠孝院區,"2F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan(ENT turn left into the waiting area center position)"
594,IN,聯合醫院,忠孝院區,南港區,NG040016,Dlink,00:19:5B:6A:6C:87,10.120.195.145,臺北市南港區同德路87號2樓(皮膚科候診區上方),227Y209491,60M/20M,121.58586899999999,25.046567,市立聯合醫院,HB06000616,忠孝院區,"2F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan(ENT turn left the urology door signs in front)"
595,IN,聯合醫院,忠孝院區,南港區,NG040012,Dlink,5C:D9:98:0C:78:04,10.120.197.146,臺北市南港區同德路87號5樓(526號病房前上方),227Y209493,60M/20M,121.58586299999999,25.046567,市立聯合醫院,HB06000616,忠孝院區,"5F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan (530 wards and then turn left to the center of the care station)"
596,IN,聯合醫院,忠孝院區,南港區,NG040011,Dlink,1C:BD:B9:80:8F:65,10.120.197.145,臺北市南港區同德路87號1樓(放射線診斷科登記處前上方),227Y209493,60M/20M,121.586075,25.046539000000003,市立聯合醫院,HB06000616,忠孝院區,"1F, No.87, Tongde Rd., Nangang Dist., Taipei City, Taiwan (X-ray Registry Desk lounge area central location)"
597,IN,聯合醫院,陽明院區,士林區,SL040002,Dlink,00:1E:58:4A:E9:CA,10.120.195.137,臺北市士林區雨聲街105號健檢大樓1樓(候檢室旁櫃臺上方位置),11-A1672-001-0,100M/40M,121.531821,25.105322,市立聯合醫院,HB06000615,陽明院區,"health examination building No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (high class health check area a counter behind waiting B area)"
598,IN,聯合醫院,陽明院區,士林區,SL040072,Dlink,1C:BD:B9:80:8F:B8,10.120.197.135,臺北市士林區雨聲街105號醫療9樓(病床專用電梯右側休息區上方),11-A1672-005-0,100M/40M,121.532126,25.105002,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 9F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (go to the ceiling to the Area C a volunteer room door in front of above location)"
599,IN,聯合醫院,陽明院區,士林區,SL040071,Dlink,00:1E:58:4A:E9:36,10.120.197.134,臺北市士林區雨聲街105號醫療9樓(C區護理站前方走道上方位置，臨C953肝炎帶原者室),11-A1672-005-0,100M/40M,121.532311,25.105017999999998,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 9F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (Area C the nursing station in front of the walkway above the location close to C953 hepatitis carriers Room)"
600,IN,聯合醫院,陽明院區,士林區,SL040068,Dlink,00:13:46:FF:2D:7A,10.120.197.133,臺北市士林區雨聲街105號醫療9樓(B區護理站前方走道上方位置，臨B939病房門口),11-A1672-005-0,100M/40M,121.53235900000001,25.105139,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 9F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (Area B in front of the nursing station walkway above the location close to B939 ward doorway)"
601,IN,聯合醫院,陽明院區,士林區,SL040063,Dlink,00:13:46:FE:23:ED,10.120.197.132,臺北市士林區雨聲街105號醫療9樓(大禮堂內中心位置，臨投影機),11-A1672-005-0,100M/40M,121.532276,25.105091,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 9F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (Zone A central location in the auditorium)"
602,IN,聯合醫院,陽明院區,士林區,SL040064,Dlink,00:13:46:FE:23:EA,10.120.197.131,臺北市士林區雨聲街105號醫療9樓(往禮堂走道小兒科門牌前上方),11-A1672-005-0,100M/40M,121.532331,25.105098,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 9F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (the center of the Zone A pathological center aisle around nursing department and home care room door)"
603,IN,聯合醫院,陽明院區,士林區,SL040062,Dlink,84:C9:B2:75:A8:DF,10.120.197.130,臺北市士林區雨聲街105號醫療8樓(C區護理站前方走道上方位置，臨C853病房),11-A1672-005-0,100M/40M,121.53223600000001,25.105045,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 8F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (Area C in front of the nursing station walkway above the location close to C855 ward and bathroom)"
604,IN,聯合醫院,陽明院區,士林區,SL040056,Dlink,5C:D9:98:0C:78:6D,10.120.197.129,臺北市士林區雨聲街105號醫療8樓(A區護理站前方走道上方位置，臨A821、A802病房門口),11-A1672-005-0,100M/40M,121.53204699999999,25.105039,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 8F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(A district nursing station aisle close to A821、A802 doorway)"
605,IN,聯合醫院,陽明院區,士林區,SL040052,Dlink,00:13:46:FF:2D:98,10.120.197.163,臺北市士林區雨聲街105號醫療7樓(C區護理站前方走道上方位置，臨C755病房門口),11-A1672-004-0,100M/40M,121.53217099999999,25.104991000000002,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 7F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (Area C the nursing station in front of the walkway above the location close to C755 ward entrance)"
606,IN,聯合醫院,陽明院區,士林區,SL040046,Dlink,00:13:46:FF:2D:AC,10.120.197.162,臺北市士林區雨聲街105號醫療7樓(B區護理站右側走道末端上方，臨儀器室門口),11-A1672-004-0,100M/40M,121.532174,25.105041,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 7F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan the right side of the nursing station (Area B close to B730 B733 doorway)"
607,IN,聯合醫院,陽明院區,士林區,SL040045,Dlink,00:13:46:FF:2E:3C,10.120.197.161,臺北市士林區雨聲街105號醫療7樓(A區護理站左側走道末端上方，臨A718、A715病房門口),11-A1672-004-0,100M/40M,121.53204299999999,25.105051,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 7F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(A district nursing station end of the left side of the aisle close to A718、A715 doorway)"
608,IN,聯合醫院,陽明院區,士林區,SL040040,Dlink,00:13:46:FE:24:23,10.120.197.168,臺北市士林區雨聲街105號醫療6樓(C區大會議室內之中心位置，臨投影機),11-A1672-004-0,100M/40M,121.531904,25.105024,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 6F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (Area C large conference room of the center position close to close tojector)"
609,IN,聯合醫院,陽明院區,士林區,SL040039,Dlink,1C:BD:B9:80:8F:5F,10.120.197.167,臺北市士林區雨聲街105號醫療6樓(B區6B護理站前方走道，B650病房門口休息區),11-A1672-004-0,100M/40M,121.53185800000001,25.105028,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 6F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (Area B 6B nursing station in front of the aisle B650 doorway lounge area)"
610,IN,聯合醫院,陽明院區,士林區,SL040037,Dlink,00:13:46:FD:39:72,10.120.197.166,臺北市士林區雨聲街105號醫療6樓(A區骨科病房走道，臨A608、A611病房門口),11-A1672-004-0,100M/40M,121.531765,25.104971,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 6F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(Zone A Orthopedics ward aisle)"
611,IN,聯合醫院,陽明院區,士林區,SL040038,Dlink,00:1E:58:4A:E9:BF,10.120.197.165,臺北市士林區雨聲街105號醫療6樓(A區骨科病房走道，臨A615、A618病房門口),11-A1672-004-0,100M/40M,121.531807,25.105045,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 6F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(Zone A Orthopedics ward aisle)"
612,IN,聯合醫院,陽明院區,士林區,SL040036,Dlink,00:19:5B:6A:6C:E2,10.120.197.164,臺北市士林區雨聲街105號醫療6樓(A區6A護理站前方走道，A620病房門口),11-A1672-004-0,100M/40M,121.531756,25.104933,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 6F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(A620 ward above the door)"
640,IN,聯合醫院,婦幼院區,中正區,ZZ040062,Dlink,00:1E:58:4A:E8:84,10.120.198.5,臺北市中正區福州街12號3F(編號318會談室前上方天花板,223Y180674,100M/40M,121.519274,25.029086,市立聯合醫院,HB08000169,婦幼醫院,"3F., No.12, Fuzhou St., Zhongzheng Dist., Taipei City, Taiwan (No. 318 meeting rooms’s ceiling"
613,IN,聯合醫院,陽明院區,士林區,SL040024,Dlink,1C:BD:B9:80:8F:37,10.120.197.73,臺北市士林區雨聲街105號醫療5樓(A區產科病房走道，臨A510、507病房門口),11-A1672-003-0,100M/40M,121.53141399999998,25.104843,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 5F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(Zone A maternity ward aisle on A510 507 wards door way)"
614,IN,聯合醫院,陽明院區,士林區,SL040025,Dlink,00:13:46:FF:2E:41,10.120.197.72,臺北市士林區雨聲街105號醫療5樓(A區產科病房走道，臨A517、513病房門口),11-A1672-003-0,100M/40M,121.53145400000001,25.104832000000002,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 5F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(Zone A maternity ward aisle on A517 513 wards doorway)"
615,IN,聯合醫院,陽明院區,士林區,SL040026,Dlink,00:13:46:FF:2E:A3,10.120.197.71,臺北市士林區雨聲街105號醫療5樓(A區護理站走道，臨A501、A519病房),11-A1672-003-0,100M/40M,121.531535,25.104829000000002,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 5F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(A district nursing station aisle close to A501、A519 doorway)"
616,IN,聯合醫院,陽明院區,士林區,SL040031,Dlink,00:13:46:FF:2E:8A,10.120.197.70,臺北市士林區雨聲街105號醫療5樓(C區小兒科病房走道上方，臨C531病房門口),11-A1672-003-0,100M/40M,121.53158700000002,25.104814,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 5F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan above the (C pediatrics ward in the aisle close to C531 ward entrance)"
617,IN,聯合醫院,陽明院區,士林區,SL040032,Dlink,00:13:46:FF:2E:8B,10.120.197.69,臺北市士林區雨聲街105號醫療5樓(C區521病房前上方),11-A1672-003-0,100M/40M,121.53166599999999,25.104806,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 5F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(C pediatrics at the counter in front of the aisle in the center of the place close to game room door)"
618,IN,聯合醫院,陽明院區,士林區,SL040033,Dlink,00:13:46:FF:2E:A0,10.120.197.68,臺北市士林區雨聲街105號醫療5樓(C區資訊室門口前方與電梯等候區中心位置),11-A1672-003-0,100M/40M,121.531709,25.104859,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 5F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (C zone information room door in front of the elevator waiting area center position)"
619,IN,聯合醫院,陽明院區,士林區,SL040021,Dlink,00:13:46:FF:2D:EB,10.120.197.67,臺北市士林區雨聲街105號醫療3樓(麻醉恢復室外上方),11-A1672-003-0,100M/40M,121.53168799999999,25.104987,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 3F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(A and B elevator waiting area above)"
620,IN,聯合醫院,陽明院區,士林區,SL040022,Dlink,00:13:46:FF:2E:3E,10.120.197.66,臺北市士林區雨聲街105號醫療3樓(加護中心內上方),11-A1672-003-0,100M/40M,121.531571,25.104938,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 3F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(District A burn center and the cardiac intensive care ward door)"
621,IN,聯合醫院,陽明院區,士林區,SL040023,Dlink,00:13:46:FF:2E:3A,10.120.197.65,臺北市士林區雨聲街105號醫療3樓(心理治療室外上方),11-A1672-003-0,100M/40M,121.531485,25.104961,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 3F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (the center position of the C District walkways close to Public Research doorway)"
622,IN,聯合醫院,陽明院區,士林區,SL040014,Dlink,1C:BD:B9:80:8F:93,10.120.192.39,臺北市士林區雨聲街105號醫療2樓(電梯等候區之上方位置),11-A1672-002-0,100M/40M,121.53188700000001,25.105252,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 2F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(A and B elevator waiting area above)"
623,IN,聯合醫院,陽明院區,士林區,SL040019,Dlink,00:1E:58:4A:EA:D7,10.120.192.38,臺北市士林區雨聲街105號醫療2樓(牙科門診等候區上方),11-A1672-002-0,100M/40M,121.53183100000001,25.105099,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 2F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (the door to the dental clinic in front of Room 14 computer room)"
624,IN,聯合醫院,陽明院區,士林區,SL040015,Dlink,00:13:46:FF:2E:09,10.120.192.36,臺北市士林區雨聲街105號醫療2樓(耳鼻喉科候診區上方),11-A1672-002-0,100M/40M,121.53201200000001,25.105393,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 2F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (A ENT waiting area)"
625,IN,聯合醫院,陽明院區,士林區,SL040017,Dlink,00:13:46:FF:2E:0D,10.120.192.35,臺北市士林區雨聲街105號醫療2樓(美容醫學中心前電視上方),11-A1672-002-0,100M/40M,121.53205600000001,25.105185000000002,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 2F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan(Area C 62 rooms of Obstetrics and Gynecology clinic waiting area the center position)"
626,IN,聯合醫院,陽明院區,士林區,SL040018,Dlink,00:13:46:FF:2E:9D,10.120.192.34,臺北市士林區雨聲街105號醫療2樓(小兒科3診前大維修孔上方),11-A1672-002-0,100M/40M,121.532087,25.105191,市立聯合醫院,HB06000615,陽明院區,"medical treatment building 2F, No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (Area C Pediatrics 74 clinic waiting area  the center position)"
627,IN,聯合醫院,陽明院區,士林區,SL040020,Dlink,00:13:46:FF:2E:95,10.120.192.33,臺北市士林區雨聲街105號醫療2樓(中醫53診室外),11-A1672-002-0,100M/40M,121.531641,25.105010999999998,市立聯合醫院,HB06000615,陽明院區,"2F., No.105, Yusheng St., Shilin Dist., Taipei City, Taiwan"
628,IN,聯合醫院,陽明院區,士林區,SL040010,Dlink,00:13:46:FE:24:31,10.120.195.138,臺北市士林區雨聲街105號醫療1樓(急診室藥局前方),11-A1672-001-0,100M/40M,121.531621,25.105417000000003,市立聯合醫院,HB06000615,陽明院區,"medical treatment building No105, Yusheng St., Shilin Dist., Taipei City, Taiwan (the emergency room the night clinic and 106  stay in a central location prior to the observation room)"
629,IN,聯合醫院,陽明院區,士林區,SL040009,Dlink,00:13:46:FF:2E:93,10.120.195.134,臺北市士林區雨聲街105號醫療1樓(急診室外科值班室門口正前方之上方位置),11-A1672-001-0,100M/40M,121.531682,25.105451000000002,市立聯合醫院,HB06000615,陽明院區,"medical treatment building No105, Yusheng St., Shilin Dist., Taipei City, Taiwan surgery (emergency room duty room door in front of above location)"
